Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2011,22.2
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2012,17.9
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2013,18.8
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2014,22.6
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2015,21.9
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2016,24.1
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2017,25.7
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2018,25.5
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2019,22.5
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2020,22.9
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2021,21.7
Costa Rica,CRI,Expected years after labour market exit,Years,Female,Not applicable,2022,21.1
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1970,70.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1971,70.8
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1972,71.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1973,71.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1974,72.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1975,72.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1976,72.1
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1977,71.8
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1978,71.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1979,71.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1980,71.1
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1981,70.7
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1982,70.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1983,70
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1984,69.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1985,69.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1986,67.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1987,68.8
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1988,67.4
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1989,66.5
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1990,65.7
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1991,64.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1992,62
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1993,60.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1994,62.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1995,62.5
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1996,60.8
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1997,61.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1998,60.7
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,1999,61.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2000,60.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2001,61.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2002,61.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2003,62.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2004,61.3
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2005,62.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2006,63
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2007,61.1
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2008,60.5
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2009,61
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2010,60.5
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2011,59.9
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2012,60.1
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2013,60.6
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2014,60.1
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2015,60.4
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2016,61.4
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2017,61.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2018,61.4
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2019,61.4
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2020,59.2
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2021,59.8
Brazil,BRA,Effective labour market exit age,Years,Female,Not applicable,2022,59.9
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1970,20.1
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1971,20.3
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1972,20.5
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1973,20.7
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1974,20.9
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1975,21.1
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1976,21.3
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1977,21.6
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1978,21.9
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1979,22.2
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1980,22.6
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1981,22.5
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1982,22.5
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1983,22.4
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1984,22.4
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1985,22.4
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1986,22.2
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1987,22
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1988,21.9
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1989,21.8
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1991,22.3
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1993,22.9
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1994,23.2
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1996,23.8
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1997,24.2
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1998,24.1
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,1999,24.1
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,2001,24.5
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,2002,24.6
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,2003,25.2
Bulgaria,BGR,Expected years after labour market exit,Years,Female,Not applicable,2004,25.1
Bulgaria,BGR,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022,78.5
Argentina,ARG,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014,68.3
Argentina,ARG,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018,68.3
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1982,15
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1983,17.9
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1984,17
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1985,16.7
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1986,16.4
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1987,16.1
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1988,15.2
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1989,15.8
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1991,17.3
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1993,16.9
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1994,16.9
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1996,18.4
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1997,17.7
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1998,16.9
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,1999,16
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,2001,16.5
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,2002,17.4
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,2003,18.1
Argentina,ARG,Expected years after labour market exit,Years,Female,Not applicable,2004,18.4
Croatia,HRV,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022,7.4
European Union (27 countries),EU27,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,14.3
European Union (27 countries),EU27,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,16
European Union (27 countries),EU27,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,21.3
European Union (27 countries),EU27,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,33
OECD average country,OECD_REP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014,67.4
OECD average country,OECD_REP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018,72.5
OECD average country,OECD_REP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2020,71.7
OECD average country,OECD_REP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022,74.6
Cyprus,CYP,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,65
Cyprus,CYP,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,65
Cyprus,CYP,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,65
Cyprus,CYP,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,65
China (People’s Republic of),CHN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,60
China (People’s Republic of),CHN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,60
China (People’s Republic of),CHN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,60
China (People’s Republic of),CHN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,60
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1970,10.2
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1971,10.2
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1972,10
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1973,9.8
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1974,9.5
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1975,9.5
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1976,9.7
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1977,9.9
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1978,10.1
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1979,10.3
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1980,10.6
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1981,10.9
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1982,11.1
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1983,11.4
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1984,11.7
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1985,12.1
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1986,13.2
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1987,12.6
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1988,13.6
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1989,14.2
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1991,16.1
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1993,18.9
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1994,17.8
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1996,19.7
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1997,19.5
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1998,20
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,1999,19.7
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,2001,20.3
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,2002,20.4
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,2003,19.5
Brazil,BRA,Expected years after labour market exit,Years,Female,Not applicable,2004,20.6
Romania,ROU,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,64.8
Romania,ROU,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,65
Romania,ROU,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,65
Romania,ROU,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,65
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1988,9.4
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1989,9.5
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1991,9.7
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1993,9.9
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1994,9.9
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1996,9.6
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1997,10
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1998,10.3
India,IND,Expected years after labour market exit,Years,Male,Not applicable,1999,10.8
India,IND,Expected years after labour market exit,Years,Male,Not applicable,2001,10.9
India,IND,Expected years after labour market exit,Years,Male,Not applicable,2002,11
India,IND,Expected years after labour market exit,Years,Male,Not applicable,2003,11.2
India,IND,Expected years after labour market exit,Years,Male,Not applicable,2004,11.9
South Africa,ZAF,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014,10.8
South Africa,ZAF,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018,10.6
South Africa,ZAF,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020,9.7
South Africa,ZAF,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022,8
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,1995,59.1
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,1996,59.3
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,1997,59.1
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,1998,59.2
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,1999,59.8
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2000,59.2
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2001,58.6
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2002,58.8
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2003,59.1
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2004,58
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2005,57.7
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2006,58.1
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2007,57.6
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2008,57.2
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2009,57.9
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2010,58.8
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2011,59.2
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2012,60.2
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2013,60.5
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2014,60.6
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2015,60.5
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2016,60.6
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2017,61.6
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2018,61.8
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2019,62.6
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2020,62
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2021,62.6
Austria,AUT,Effective labour market exit age,Years,Male,Not applicable,2022,61.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1970,18.9
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1971,18.7
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1972,18.5
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1973,18.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1974,18.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1975,19.2
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1976,20.1
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1977,21.4
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1978,21.5
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1979,21.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1980,22.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1981,22.7
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1982,22.7
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1983,23.7
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1984,24.2
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1985,25
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1986,25.4
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1987,26
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1988,26.4
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1989,26.4
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1990,26.8
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1991,26.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1992,27.7
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1993,26.4
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1994,26.5
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1995,26.9
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1996,27.9
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1997,26.9
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1998,27.2
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,1999,26.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2000,26.7
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2001,27.5
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2002,27.5
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2003,27.9
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2004,27.3
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2005,27.1
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2006,27.1
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2007,26.5
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2008,26.5
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2009,26.3
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2010,26.7
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2011,26.8
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2012,27
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2013,26.8
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2014,26.9
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2015,26.4
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2016,26.6
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2017,26.2
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2018,26
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2019,26.2
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2020,25
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2021,26.1
Belgium,BEL,Expected years after labour market exit,Years,Female,Not applicable,2022,25.2
Hungary,HUN,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,2.5
Hungary,HUN,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,1.3
Hungary,HUN,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,1.1
Hungary,HUN,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,1.5
Ireland,IRL,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,26.2
Mexico,MEX,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,41.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1970,76.1
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1971,75.9
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1972,75.7
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1973,75.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1974,75.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1975,75.1
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1976,74.8
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1977,74.6
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1978,74.4
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1979,74.2
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1980,74
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1981,74
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1982,74
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1983,74.2
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1984,74.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1985,74.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1986,74
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1987,73.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1988,73.1
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1989,72.7
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1990,72.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1991,71.9
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1992,70.8
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1993,69.9
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1994,68.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1995,66.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1996,66.4
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1997,68.6
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1998,69.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,1999,69.2
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2000,70.4
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2001,69.6
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2002,68.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2003,68.7
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2004,68.9
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2005,69
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2006,69.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2007,68.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2008,68.1
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2009,67.9
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2010,66.9
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2011,67
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2012,67.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2013,67.7
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2014,67.3
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2015,67.5
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2016,67.4
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2017,67.7
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2018,67.2
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2019,67.6
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2020,66.2
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2021,66.8
Mexico,MEX,Effective labour market exit age,Years,Male,Not applicable,2022,66.9
Norway,NOR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,67
Norway,NOR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,67
Norway,NOR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,67
Norway,NOR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,67
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1970,11.3
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1971,11.3
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1972,11.4
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1973,11.5
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1974,11.6
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1975,11.3
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1976,11.5
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1977,11.6
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1978,11.8
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1979,12.1
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1980,11.9
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1981,12.6
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1982,13.3
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1983,14.1
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1984,14.9
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1985,15.2
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1986,15.4
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1987,15.6
