,REF_AREA,Reference area,CHEM_COMP,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2
2911,MLT,Malta,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2017,2.666041,A,Normal value,,
2912,MLT,Malta,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2018,2.514863,A,Normal value,,
2913,MLT,Malta,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2019,2.47004,A,Normal value,,
2914,MLT,Malta,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2020,2.444708,A,Normal value,,
2915,MLT,Malta,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2021,2.637112,A,Normal value,,
2916,MLT,Malta,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2022,2.692662,A,Normal value,,
2917,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1990,381.8848,A,Normal value,,
2918,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1991,268.6532,A,Normal value,,
2919,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1992,269.5109,A,Normal value,,
2920,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1993,255.3748,A,Normal value,,
2921,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1994,216.6601,A,Normal value,,
2922,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1995,271.687,A,Normal value,,
2923,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1996,217.8115,A,Normal value,,
2924,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1997,228.0381,A,Normal value,,
2925,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1998,189.7421,A,Normal value,,
2926,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,1999,179.4805,A,Normal value,,
2927,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2000,179.5112,A,Normal value,,
2928,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2001,185.9271,A,Normal value,,
2929,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2002,196.7733,A,Normal value,,
2930,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2003,209.0134,A,Normal value,,
2931,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2004,218.923,A,Normal value,,
2932,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2005,221.8668,A,Normal value,,
2933,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2006,234.211,A,Normal value,,
2934,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2007,244.3638,A,Normal value,,
2935,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2008,247.9255,A,Normal value,,
2936,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2009,256.0659,A,Normal value,,
2937,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2010,254.3958,A,Normal value,,
2938,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2011,248.4714,A,Normal value,,
2939,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2012,246.925,A,Normal value,,
2940,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2013,259.5969,A,Normal value,,
2941,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2014,338.5842,A,Normal value,,
2942,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2015,349.0723,A,Normal value,,
2943,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2016,363.3074,A,Normal value,,
2944,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2017,380.5216,A,Normal value,,
2945,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2018,397.3161,A,Normal value,,
2946,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2019,401.4051,A,Normal value,,
2947,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2020,413.5199,A,Normal value,,
2948,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2021,351.1345,A,Normal value,,
2949,KAZ,Kazakhstan,NH3,Ammonia,Total man-made emissions,Tonnes,2022,370.7128,A,Normal value,,
2950,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1990,319.4879,A,Normal value,,
2951,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1991,320.8076,A,Normal value,,
2952,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1992,315.2537,A,Normal value,,
2953,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1993,315.8108,A,Normal value,,
2954,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1994,316.8292,A,Normal value,,
2955,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1995,305.6202,A,Normal value,,
2956,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1996,311.7742,A,Normal value,,
2957,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1997,309.6609,A,Normal value,,
2958,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1998,316.1568,A,Normal value,,
2959,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1999,316.8541,A,Normal value,,
2960,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2000,311.5332,A,Normal value,,
2961,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2001,309.1641,A,Normal value,,
2962,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2002,321.7764,A,Normal value,,
2963,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2003,333.4087,A,Normal value,,
2964,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2004,343.3264,A,Normal value,,
2965,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2005,336.6589,A,Normal value,,
2966,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2006,313.5723,A,Normal value,,
2967,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2007,290.2032,A,Normal value,,
2968,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2008,262.9003,A,Normal value,,
2969,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2009,251.0545,A,Normal value,,
2970,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2010,217.8635,A,Normal value,,
2971,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2011,203.415,A,Normal value,,
2972,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2012,195.0902,A,Normal value,,
2973,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2013,178.4016,A,Normal value,,
2974,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2014,174.3348,A,Normal value,,
2975,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2015,166.7505,A,Normal value,,
2976,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2016,158.4124,A,Normal value,,
2977,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2017,153.5664,A,Normal value,,
2978,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2018,148.8437,A,Normal value,,
2979,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2019,148.281,A,Normal value,,
2980,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2020,140.5025,A,Normal value,,
2981,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2021,139.4553,A,Normal value,,
2982,GRC,Greece,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2022,137.916,A,Normal value,,
2983,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1990,79.82494,A,Normal value,,
2984,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1991,77.29158,A,Normal value,,
2985,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1992,74.07672,A,Normal value,,
2986,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1993,70.56985,A,Normal value,,
2987,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1994,65.83318,A,Normal value,,
2988,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1995,62.15726,A,Normal value,,
2989,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1996,59.51048,A,Normal value,,
2990,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1997,54.53681,A,Normal value,,
2991,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1998,50.67427,A,Normal value,,
2992,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,1999,50.28246,A,Normal value,,
2993,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2000,49.72272,A,Normal value,,
2994,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2001,47.99627,A,Normal value,,
2995,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2002,46.12173,A,Normal value,,
2996,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2003,44.12873,A,Normal value,,
2997,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2004,43.99022,A,Normal value,,
2998,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2005,41.90643,A,Normal value,,
2999,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2006,40.78297,A,Normal value,,
3000,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2007,39.58497,A,Normal value,,
3001,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2008,38.01939,A,Normal value,,
3002,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2009,35.32992,A,Normal value,,
3003,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2010,35.50068,A,Normal value,,
3004,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2011,33.79153,A,Normal value,,
3005,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2012,32.64376,A,Normal value,,
3006,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2013,32.58451,A,Normal value,,
3007,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2014,31.36773,A,Normal value,,
3008,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2015,31.35876,A,Normal value,,
3009,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2016,30.82485,A,Normal value,,
3010,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2017,30.08228,A,Normal value,,
3011,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2018,29.45893,A,Normal value,,
3012,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2019,28.40925,A,Normal value,,
3013,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2020,26.51465,A,Normal value,,
3014,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2021,26.54555,A,Normal value,,
3015,NLD,Netherlands,PM10,Particulates (PM10),Total man-made emissions,Tonnes,2022,26.46067,A,Normal value,,
3016,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1990,93.64934,A,Normal value,,
3017,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1991,81.51446,A,Normal value,,
3018,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1992,69.37957,A,Normal value,,
3019,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1993,57.24469,A,Normal value,,
3020,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1994,45.10981,A,Normal value,,
3021,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1995,32.97492,A,Normal value,,
3022,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1996,34.5595,A,Normal value,,
3023,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1997,36.14407,A,Normal value,,
3024,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1998,37.72864,A,Normal value,,
3025,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1999,39.31321,A,Normal value,,
3026,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,41.45052,A,Normal value,,
3027,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,42.72045,A,Normal value,,
3028,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,44.03072,A,Normal value,,
3029,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,45.34098,A,Normal value,,
3030,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,46.65125,A,Normal value,,
3031,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,47.96152,A,Normal value,,
3032,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,48.01642,A,Normal value,,
3033,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,48.07132,A,Normal value,,
3034,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,48.12622,A,Normal value,,
3035,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,48.18112,A,Normal value,,
3036,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,48.23602,A,Normal value,,
3037,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,50.09585,A,Normal value,,
3038,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,52.42072,A,Normal value,,
3039,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,54.74559,A,Normal value,,
3040,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,57.07047,A,Normal value,,
3041,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,59.39534,A,Normal value,,
3042,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,56.03592,A,Normal value,,
3043,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,52.67648,A,Normal value,,
3044,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,49.17784,A,Normal value,,
3045,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,45.81921,A,Normal value,,
3046,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,42.3658,A,Normal value,,
3047,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,42.46058,A,Normal value,,
3048,BIH,Bosnia and Herzegovina,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2022,39.10194,A,Normal value,,
3049,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1990,7.75806,A,Normal value,,
3050,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1991,7.28004,A,Normal value,,
3051,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1992,6.87208,A,Normal value,,
3052,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1993,6.3829,A,Normal value,,
3053,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1994,5.92906,A,Normal value,,
3054,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1995,5.67982,A,Normal value,,
3055,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1996,5.642,A,Normal value,,
3056,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1997,5.62402,A,Normal value,,
3057,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1998,7.08288,A,Normal value,,
3058,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1999,8.56034,A,Normal value,,
3059,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2000,8.692078,A,Normal value,,
3060,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2001,9.244703,A,Normal value,,
3061,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2002,9.510499,A,Normal value,,
3062,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2003,9.540985,A,Normal value,,
3063,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2004,9.644529,A,Normal value,,
3064,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2005,13.78915,A,Normal value,,
3065,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2006,20.02811,A,Normal value,,
3066,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2007,27.23289,A,Normal value,,
3067,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2008,28.45448,A,Normal value,,
3068,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2009,31.89878,A,Normal value,,
3069,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2010,32.19342,A,Normal value,,
3070,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2011,29.49799,A,Normal value,,
3071,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2012,28.16931,A,Normal value,,
3072,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2013,28.19415,A,Normal value,,
3073,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2014,27.3279,A,Normal value,,
3074,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2015,29.32087,A,Normal value,,
3075,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2016,30.46312,A,Normal value,,
3076,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2017,27.21334,A,Normal value,,
3077,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2018,25.40732,A,Normal value,,
3078,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2019,24.80605,A,Normal value,,
3079,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2020,23.02051,A,Normal value,,
3080,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2021,23.83333,A,Normal value,,
3081,AZE,Azerbaijan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2022,21.9357,A,Normal value,,
3082,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1990,12.60495,A,Normal value,,
3083,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1991,11.17838,A,Normal value,,
3084,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1992,10.95369,A,Normal value,,
3085,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1993,15.08788,A,Normal value,,
3086,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1994,12.71854,A,Normal value,,
3087,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1995,10.50586,A,Normal value,,
3088,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1996,10.20016,A,Normal value,,
3089,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1997,10.29845,A,Normal value,,
3090,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1998,10.52293,A,Normal value,,
3091,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1999,10.62668,A,Normal value,,
3092,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2000,9.23767,A,Normal value,,
3093,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2001,11.46953,A,Normal value,,
3094,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2002,11.14092,A,Normal value,,
3095,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2003,11.62424,A,Normal value,,
3096,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2004,12.09414,A,Normal value,,
3097,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2005,12.21421,A,Normal value,,
3098,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2006,12.33795,A,Normal value,,
3099,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2007,12.65524,A,Normal value,,
3100,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2008,10.4088,A,Normal value,,
3101,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2009,6.543516,A,Normal value,,
3102,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2010,8.075428,A,Normal value,,
3103,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2011,7.900315,A,Normal value,,
3104,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2012,7.782305,A,Normal value,,
3105,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2013,5.001664,A,Normal value,,
3106,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2014,4.695521,A,Normal value,,
3107,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2015,2.156968,A,Normal value,,
3108,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2016,1.767963,A,Normal value,,
3109,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2017,0.6837682,A,Normal value,,
3110,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2018,0.1402183,A,Normal value,,
3111,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2019,0.1751461,A,Normal value,,
3112,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2020,0.1544619,A,Normal value,,
3113,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2021,0.1376552,A,Normal value,,
3114,MLT,Malta,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2022,0.1491737,A,Normal value,,
3115,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1990,74.08781,A,Normal value,,
3116,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1991,74.87196,A,Normal value,,
3117,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1992,72.27583,A,Normal value,,
3118,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1993,72.23075,A,Normal value,,
3119,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1994,71.8727,A,Normal value,,
3120,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1995,72.1011,A,Normal value,,
3121,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1996,71.11953,A,Normal value,,
3122,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1997,70.97311,A,Normal value,,
3123,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1998,71.44897,A,Normal value,,
3124,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,1999,69.69469,A,Normal value,,
3125,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2000,68.05238,A,Normal value,,
3126,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2001,67.74923,A,Normal value,,
3127,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2002,66.78985,A,Normal value,,
3128,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2003,66.61075,A,Normal value,,
3129,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2004,65.94476,A,Normal value,,
3130,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2005,66.01229,A,Normal value,,
3131,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2006,66.40927,A,Normal value,,
3132,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2007,67.85831,A,Normal value,,
3133,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2008,67.59753,A,Normal value,,
3134,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2009,68.90751,A,Normal value,,
3135,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2010,68.4305,A,Normal value,,
3136,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2011,68.14016,A,Normal value,,
3137,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2012,68.45309,A,Normal value,,
3138,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2013,68.30726,A,Normal value,,
3139,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2014,69.15703,A,Normal value,,
3140,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2015,70.11806,A,Normal value,,
3141,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2016,71.14937,A,Normal value,,
3142,AUT,Austria,NH3,Ammonia,Total man-made emissions,Tonnes,2017,71.69671,A,Normal value,,
