,Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
2346,Slovenia,SVN,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018,8.6
2347,Slovenia,SVN,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020,6.6
2348,Slovenia,SVN,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022,9.7
2349,Lithuania,LTU,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,18.2
2350,South Africa,ZAF,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,60.0
2351,South Africa,ZAF,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,60.0
2352,South Africa,ZAF,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,60.0
2353,South Africa,ZAF,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,60.0
2354,Croatia,HRV,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,43.0
2355,China (People’s Republic of),CHN,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014,66.3
2356,China (People’s Republic of),CHN,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018,66.2
2357,European Union (27 countries),EU27,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2020,46.2
2358,European Union (27 countries),EU27,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022,49.4
2359,European Union (28 countries),EU28,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,63.2
2360,European Union (28 countries),EU28,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,64.2
2361,OECD average country,OECD_REP,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,41.7
2362,Argentina,ARG,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,61.8
2363,Canada,CAN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,65.0
2364,Canada,CAN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,65.0
2365,Canada,CAN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,65.0
2366,Canada,CAN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,65.0
2367,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1970,66.6
2368,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1971,66.1
2369,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1972,65.7
2370,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1973,65.2
2371,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1974,64.8
2372,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1975,64.3
2373,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1976,64.3
2374,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1977,64.3
2375,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1978,64.2
2376,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1979,64.1
2377,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1980,64.1
2378,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1981,64.2
2379,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1982,64.5
2380,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1983,64.2
2381,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1984,63.3
2382,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1985,63.5
2383,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1986,63.9
2384,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1987,62.5
2385,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1988,63.1
2386,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1989,64.7
2387,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1990,64.1
2388,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1991,64.2
2389,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1992,63.4
2390,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1993,62.2
2391,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1994,61.6
2392,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1995,62.1
2393,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1996,61.8
2394,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1997,62.1
2395,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1998,61.7
2396,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,1999,62.4
2397,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2000,62.9
2398,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2001,62.8
2399,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2002,61.0
2400,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2003,63.3
2401,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2004,62.3
2402,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2005,62.5
2403,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2006,62.5
2404,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2007,62.1
2405,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2008,62.1
2406,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2009,62.4
2407,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2010,62.6
2408,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2011,62.5
2409,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2012,62.1
2410,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2013,61.6
2411,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2014,62.0
2412,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2015,62.3
2413,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2016,62.5
2414,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2017,64.0
2415,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2018,64.3
2416,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2019,64.5
2417,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2020,63.8
2418,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2021,65.8
2419,Denmark,DNK,Effective labour market exit age,Years,Male,Not applicable,2022,64.5
2420,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,14.1
2421,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,14.0
2422,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,14.4
2423,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,14.2
2424,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,14.4
2425,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,14.7
2426,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,15.0
2427,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,15.3
2428,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,15.7
2429,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,16.1
2430,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,16.4
2431,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,16.7
2432,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,17.2
2433,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,17.2
2434,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,17.4
2435,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,17.6
2436,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,17.7
2437,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,17.9
2438,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,17.9
2439,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,18.0
2440,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,18.0
2441,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,18.0
2442,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,18.0
2443,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,18.0
2444,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,18.1
2445,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,18.1
2446,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,18.2
2447,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,18.4
2448,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,18.5
2449,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,18.6
2450,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,18.7
2451,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,18.7
2452,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,18.6
2453,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,18.6
2454,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,18.5
2455,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,18.5
2456,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,18.5
2457,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,18.6
2458,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,18.7
2459,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,18.8
2460,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,19.2
2461,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,19.2
2462,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,19.6
2463,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,19.8
2464,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,20.0
2465,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,20.1
2466,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,20.1
2467,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,20.2
2468,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,20.1
2469,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,20.1
2470,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,20.0
2471,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,20.0
2472,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,25.5
2473,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,28.4
2474,Iceland,ISL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,29.3
2475,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1970,69.5
2476,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1971,69.5
2477,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1972,69.4
2478,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1973,69.3
2479,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1974,69.2
2480,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1975,69.2
2481,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1976,69.4
2482,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1977,69.4
2483,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1978,69.5
2484,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1979,69.4
2485,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1980,69.3
2486,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1981,69.4
2487,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1982,69.7
2488,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1983,69.0
2489,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1984,66.7
2490,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1985,67.8
2491,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1986,68.9
2492,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1987,69.1
2493,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1988,69.3
2494,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1989,69.5
2495,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1990,69.7
2496,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1991,70.0
2497,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1992,70.1
2498,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1993,69.7
2499,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1994,69.0
2500,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1995,69.4
2501,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1996,66.0
2502,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1997,66.8
2503,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1998,67.5
2504,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,1999,66.7
2505,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2000,65.5
2506,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2001,65.7
2507,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2002,66.8
2508,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2003,64.1
2509,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2004,63.0
2510,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2005,62.5
2511,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2006,63.9
2512,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2007,63.3
2513,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2008,64.1
2514,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2009,64.1
2515,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2010,65.3
2516,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2011,64.7
2517,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2012,65.9
2518,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2013,66.5
2519,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2014,66.0
2520,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2015,67.1
2521,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2016,65.9
2522,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2017,65.2
2523,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2018,64.1
2524,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2019,64.3
2525,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2020,63.5
2526,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2021,64.5
2527,Iceland,ISL,Effective labour market exit age,Years,Female,Not applicable,2022,65.8
2528,Ireland,IRL,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014,18.2
2529,Ireland,IRL,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018,22.9
2530,Ireland,IRL,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020,23.9
2531,Ireland,IRL,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022,25.6
2532,Korea,KOR,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,18.8
2533,New Zealand,NZL,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,65.0
2534,New Zealand,NZL,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,65.0
2535,New Zealand,NZL,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,65.0
2536,New Zealand,NZL,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,65.0
2537,Poland,POL,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,29.3
2538,Portugal,PRT,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,71.3
2539,Spain,ESP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014,54.0
2540,Spain,ESP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018,63.2
2541,Spain,ESP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2020,64.8
2542,Spain,ESP,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022,67.0
2543,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1970,14.7
2544,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1971,12.9
2545,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1972,11.7
2546,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1973,10.8
2547,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1974,12.3
2548,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1975,12.4
2549,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1976,13.0
2550,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1977,15.1
2551,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1978,16.6
2552,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1979,19.7
2553,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1980,18.1
2554,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1981,19.6
2555,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1982,20.0
2556,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1983,19.9
2557,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1984,20.5
2558,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1985,21.7
2559,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1986,21.1
2560,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1987,19.7
2561,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1988,19.4
2562,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1989,19.3
2563,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1990,19.9
2564,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1991,20.7
2565,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1992,21.2
2566,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1993,22.3
2567,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1994,22.1
2568,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1995,22.5
2569,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1996,22.9
2570,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1997,22.7
2571,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1998,22.8
2572,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,1999,24.6
2573,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2000,24.3
2574,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2001,24.3
2575,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2002,25.0
2576,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2003,24.1
2577,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2004,23.4
2578,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2005,23.3
2579,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2006,23.9
2580,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2007,24.0
2581,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2008,24.0
2582,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2009,24.1
2583,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2010,24.6
2584,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2011,24.2
2585,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2012,24.3
2586,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2013,24.6
2587,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2014,25.0
2588,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2015,25.2
2589,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2016,25.7
2590,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2017,26.6
2591,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2018,26.9
2592,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2019,26.7
2593,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2020,26.3
2594,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2021,26.3
2595,Spain,ESP,Expected years after labour market exit,Years,Female,Not applicable,2022,26.5
2596,Estonia,EST,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014,74.1
2597,Estonia,EST,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018,78.0
2598,Estonia,EST,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2020,79.7
2599,Estonia,EST,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022,83.0
2600,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1970,18.0
2601,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1971,18.5
2602,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1972,19.0
2603,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1973,19.5
2604,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1974,20.1
2605,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1975,20.5
2606,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1976,20.5
2607,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1977,20.4
2608,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1978,20.4
2609,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1979,20.4
2610,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1980,20.6
2611,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1981,20.7
2612,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1982,20.9
2613,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1983,21.1
2614,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1984,21.3
2615,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1985,21.2
2616,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1986,21.0
2617,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1987,20.9
2618,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1988,20.7
2619,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1989,20.6
2620,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1990,20.1
2621,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1991,19.7
2622,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1992,20.0
2623,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1993,19.3
2624,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1994,19.2
2625,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1995,19.2
2626,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1996,19.8
2627,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1997,19.6
2628,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1998,20.5
2629,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,1999,21.4
2630,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2000,23.1
2631,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2001,23.3
2632,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2002,24.4
2633,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2003,23.7
2634,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2004,22.2
2635,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2005,20.9
2636,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2006,19.4
2637,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2007,19.6
2638,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2008,20.0
2639,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2009,20.8
2640,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2010,21.2
2641,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2011,22.3
2642,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2012,22.4
2643,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2013,22.5
2644,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2014,22.6
2645,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2015,22.0
2646,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2016,21.5
2647,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2017,21.2
2648,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2018,20.7
