NOC,Team,Year,Sex,Medal,Count
CAN,Canada-1,1988,F,Bronze,1
CAN,Canada-1,1992,F,Bronze,1
CAN,Canada-1,1994,F,Bronze,1
CAN,Canada-1,2002,F,Gold,1
CAN,Canada-1,2010,F,Gold,3
CAN,Canada-1,2014,F,Gold,2
CAN,Canada-1,2014,F,Silver,1
CAN,Canada-1,1988,M,Bronze,1
CAN,Canada-1,1992,M,Bronze,1
CAN,Canada-1,1994,M,Bronze,1
CAN,Canada-1,1996,M,Bronze,2
CAN,Canada-1,1998,M,Gold,2
CAN,Canada-1,2002,M,Gold,1
CAN,Canada-1,2006,M,Silver,2
CAN,Canada-1,2010,M,Bronze,4
CAN,Canada-1,2010,M,Gold,1
CAN,Canada-1,2014,M,Silver,1
CAN,Canada-2,2010,F,Silver,2
USA,Chicago Athletic Association,1904,M,Silver,2
CHI,Chile,1956,F,Silver,1
CHI,Chile,1928,M,Silver,1
CHI,Chile,1956,M,Bronze,1
CHI,Chile,1988,M,Silver,1
CHI,Chile,2000,M,Bronze,16
CHI,Chile,2004,M,Bronze,1
CHI,Chile,2004,M,Gold,3
CHI,Chile,2008,M,Silver,1
CHN,China,1984,F,Bronze,32
CHN,China,1984,F,Gold,14
CHN,China,1984,F,Silver,1
CHN,China,1988,F,Bronze,23
CHN,China,1988,F,Gold,3
CHN,China,1988,F,Silver,12
CHN,China,1992,F,Bronze,7
CHN,China,1992,F,Gold,11
CHN,China,1992,F,Silver,31
CHN,China,1994,F,Bronze,2
CHN,China,1994,F,Silver,1
CHN,China,1996,F,Bronze,10
CHN,China,1996,F,Gold,7
CHN,China,1996,F,Silver,52
CHN,China,1998,F,Bronze,1
CHN,China,1998,F,Silver,7
CHN,China,2000,F,Bronze,10
CHN,China,2000,F,Gold,15
CHN,China,2000,F,Silver,10
CHN,China,2002,F,Bronze,2
CHN,China,2002,F,Gold,2
CHN,China,2002,F,Silver,4
CHN,China,2004,F,Bronze,8
CHN,China,2004,F,Gold,29
CHN,China,2004,F,Silver,18
CHN,China,2006,F,Bronze,3
CHN,China,2006,F,Gold,1
CHN,China,2006,F,Silver,3
CHN,China,2008,F,Bronze,39
CHN,China,2008,F,Gold,38
CHN,China,2008,F,Silver,40
CHN,China,2010,F,Bronze,6
CHN,China,2010,F,Gold,7
CHN,China,2010,F,Silver,1
CHN,China,2012,F,Bronze,13
CHN,China,2012,F,Gold,26
CHN,China,2012,F,Silver,30
CHN,China,2014,F,Gold,3
CHN,China,2014,F,Silver,2
CHN,China,2016,F,Bronze,21
CHN,China,2016,F,Gold,30
CHN,China,2016,F,Silver,23
CHN,China,1984,M,Bronze,5
CHN,China,1984,M,Gold,10
CHN,China,1984,M,Silver,12
CHN,China,1988,M,Bronze,7
CHN,China,1988,M,Gold,1
CHN,China,1988,M,Silver,4
CHN,China,1992,M,Bronze,6
CHN,China,1992,M,Gold,3
CHN,China,1992,M,Silver,11
CHN,China,1996,M,Bronze,5
CHN,China,1996,M,Gold,6
CHN,China,1996,M,Silver,14
CHN,China,1998,M,Bronze,4
CHN,China,1998,M,Silver,2
CHN,China,2000,M,Bronze,5
CHN,China,2000,M,Gold,16
CHN,China,2000,M,Silver,9
CHN,China,2002,M,Bronze,5
CHN,China,2002,M,Silver,1
CHN,China,2004,M,Bronze,5
CHN,China,2004,M,Gold,13
CHN,China,2004,M,Silver,9
CHN,China,2006,M,Bronze,1
CHN,China,2006,M,Gold,1
CHN,China,2008,M,Bronze,10
CHN,China,2008,M,Gold,34
CHN,China,2008,M,Silver,9
CHN,China,2010,M,Bronze,1
CHN,China,2012,M,Bronze,16
CHN,China,2012,M,Gold,24
CHN,China,2012,M,Silver,8
CHN,China,2014,M,Bronze,5
CHN,China,2014,M,Silver,2
CHN,China,2016,M,Bronze,14
CHN,China,2016,M,Gold,14
CHN,China,2016,M,Silver,7
CHN,China-1,1992,F,Silver,4
CHN,China-1,1996,F,Gold,2
CHN,China-1,2000,F,Bronze,2
CHN,China-1,2000,F,Gold,2
CHN,China-1,2002,F,Bronze,1
CHN,China-1,2004,F,Gold,6
CHN,China-1,2006,F,Silver,1
CHN,China-1,2008,F,Bronze,3
CHN,China-1,2008,F,Gold,2
CHN,China-1,2008,F,Silver,2
CHN,China-1,2010,F,Gold,1
CHN,China-1,2012,F,Gold,3
CHN,China-1,2016,F,Bronze,1
CHN,China-1,1988,M,Gold,2
CHN,China-1,1992,M,Gold,2
CHN,China-1,1996,M,Silver,2
CHN,China-1,2000,M,Silver,2
CHN,China-1,2002,M,Bronze,1
CHN,China-1,2004,M,Gold,2
CHN,China-1,2006,M,Silver,1
CHN,China-1,2008,M,Bronze,1
CHN,China-1,2008,M,Silver,2
CHN,China-1,2010,M,Gold,1
CHN,China-1,2012,M,Gold,3
CHN,China-1,2016,M,Bronze,1
CHN,China-1,2016,M,Gold,2
CHN,China-2,1992,F,Bronze,2
CHN,China-2,1992,F,Gold,2
CHN,China-2,1996,F,Bronze,1
CHN,China-2,1996,F,Gold,2
CHN,China-2,1996,F,Silver,2
CHN,China-2,2000,F,Gold,3
CHN,China-2,2000,F,Silver,2
CHN,China-2,2004,F,Bronze,2
CHN,China-2,2004,F,Gold,1
CHN,China-2,2008,F,Bronze,4
CHN,China-2,2010,F,Silver,1
CHN,China-2,2012,F,Silver,1
CHN,China-2,1992,M,Bronze,2
CHN,China-2,1996,M,Bronze,1
CHN,China-2,1996,M,Gold,2
CHN,China-2,2000,M,Gold,3
CHN,China-2,2004,M,Gold,1
CHN,China-2,2010,M,Silver,1
CHN,China-2,2012,M,Silver,1
CHN,China-3,2006,F,Bronze,1
CHN,China-3,2006,M,Bronze,1
TPE,Chinese Taipei,1968,F,Bronze,1
TPE,Chinese Taipei,1996,F,Silver,1
TPE,Chinese Taipei,2000,F,Bronze,3
TPE,Chinese Taipei,2000,F,Silver,1
TPE,Chinese Taipei,2004,F,Bronze,3
TPE,Chinese Taipei,2004,F,Gold,1
TPE,Chinese Taipei,2008,F,Bronze,2
TPE,Chinese Taipei,2012,F,Bronze,1
TPE,Chinese Taipei,2012,F,Silver,1
TPE,Chinese Taipei,2016,F,Bronze,4
TPE,Chinese Taipei,2016,F,Gold,1
TPE,Chinese Taipei,1960,M,Silver,1
TPE,Chinese Taipei,1984,M,Bronze,1
TPE,Chinese Taipei,1992,M,Silver,20
TPE,Chinese Taipei,2000,M,Bronze,1
TPE,Chinese Taipei,2004,M,Gold,1
TPE,Chinese Taipei,2004,M,Silver,4
TPE,Chinese Taipei,2008,M,Bronze,2
DEN,Clearwater,2008,F,Bronze,1
COL,Colombia,1992,F,Bronze,1
COL,Colombia,2000,F,Gold,1
COL,Colombia,2004,F,Bronze,2
COL,Colombia,2008,F,Bronze,1
COL,Colombia,2012,F,Bronze,2
COL,Colombia,2012,F,Gold,1
COL,Colombia,2012,F,Silver,1
COL,Colombia,2016,F,Bronze,1
COL,Colombia,2016,F,Gold,2
COL,Colombia,2016,F,Silver,1
COL,Colombia,1972,M,Bronze,2
COL,Colombia,1972,M,Silver,1
COL,Colombia,1984,M,Silver,1
COL,Colombia,1988,M,Bronze,1
COL,Colombia,2008,M,Silver,1
COL,Colombia,2012,M,Bronze,2
COL,Colombia,2012,M,Silver,2
COL,Colombia,2016,M,Bronze,2
COL,Colombia,2016,M,Gold,1
COL,Colombia,2016,M,Silver,1
CRC,Costa Rica,1988,F,Silver,1
CRC,Costa Rica,1996,F,Gold,1
CRC,Costa Rica,2000,F,Bronze,2
CIV,Cote d'Ivoire,2016,F,Bronze,1
CIV,Cote d'Ivoire,1984,M,Silver,1
CIV,Cote d'Ivoire,2016,M,Gold,1
CRO,Croatia,2002,F,Gold,3
CRO,Croatia,2002,F,Silver,1
CRO,Croatia,2006,F,Gold,1
CRO,Croatia,2006,F,Silver,1
CRO,Croatia,2008,F,Bronze,3
CRO,Croatia,2008,F,Silver,1
CRO,Croatia,2012,F,Bronze,1
CRO,Croatia,2012,F,Gold,1
CRO,Croatia,2016,F,Bronze,1
CRO,Croatia,2016,F,Gold,2
CRO,Croatia,1992,M,Bronze,3
CRO,Croatia,1992,M,Silver,12
CRO,Croatia,1996,M,Gold,11
CRO,Croatia,1996,M,Silver,8
CRO,Croatia,2000,M,Bronze,9
CRO,Croatia,2000,M,Gold,1
CRO,Croatia,2004,M,Bronze,3
CRO,Croatia,2004,M,Gold,15
CRO,Croatia,2004,M,Silver,3
CRO,Croatia,2006,M,Silver,1
CRO,Croatia,2008,M,Silver,1
CRO,Croatia,2010,M,Bronze,1
CRO,Croatia,2010,M,Silver,2
CRO,Croatia,2012,M,Bronze,14
CRO,Croatia,2012,M,Gold,14
CRO,Croatia,2012,M,Silver,4
CRO,Croatia,2014,M,Silver,1
CRO,Croatia,2016,M,Bronze,1
CRO,Croatia,2016,M,Gold,5
CRO,Croatia,2016,M,Silver,15
CUB,Cuba,1968,F,Silver,4
CUB,Cuba,1972,F,Bronze,5
CUB,Cuba,1980,F,Gold,1
CUB,Cuba,1992,F,Bronze,4
CUB,Cuba,1992,F,Gold,9
CUB,Cuba,1992,F,Silver,1
CUB,Cuba,1996,F,Bronze,3
CUB,Cuba,1996,F,Gold,11
CUB,Cuba,1996,F,Silver,2
CUB,Cuba,2000,F,Bronze,1
CUB,Cuba,2000,F,Gold,10
CUB,Cuba,2000,F,Silver,3
CUB,Cuba,2004,F,Bronze,17
CUB,Cuba,2004,F,Gold,2
CUB,Cuba,2004,F,Silver,3
CUB,Cuba,2008,F,Bronze,3
CUB,Cuba,2008,F,Silver,6
CUB,Cuba,2012,F,Gold,1
CUB,Cuba,2012,F,Silver,2
CUB,Cuba,2016,F,Bronze,1
CUB,Cuba,2016,F,Silver,1
CUB,Cuba,1964,M,Silver,1
CUB,Cuba,1968,M,Silver,6
CUB,Cuba,1972,M,Bronze,13
CUB,Cuba,1972,M,Gold,3
CUB,Cuba,1972,M,Silver,1
CUB,Cuba,1976,M,Bronze,14
CUB,Cuba,1976,M,Gold,6
CUB,Cuba,1976,M,Silver,4
CUB,Cuba,1980,M,Bronze,5
CUB,Cuba,1980,M,Gold,7
CUB,Cuba,1980,M,Silver,7
CUB,Cuba,1992,M,Bronze,9
CUB,Cuba,1992,M,Gold,30
CUB,Cuba,1992,M,Silver,10
CUB,Cuba,1996,M,Bronze,7
CUB,Cuba,1996,M,Gold,26
CUB,Cuba,1996,M,Silver,6
CUB,Cuba,2000,M,Bronze,11
CUB,Cuba,2000,M,Gold,8
CUB,Cuba,2000,M,Silver,31
CUB,Cuba,2004,M,Bronze,5
CUB,Cuba,2004,M,Gold,30
CUB,Cuba,2004,M,Silver,5
CUB,Cuba,2008,M,Bronze,8
CUB,Cuba,2008,M,Gold,2
CUB,Cuba,2008,M,Silver,28
CUB,Cuba,2012,M,Bronze,6
CUB,Cuba,2012,M,Gold,4
CUB,Cuba,2012,M,Silver,1
CUB,Cuba,2016,M,Bronze,3
CUB,Cuba,2016,M,Gold,5
CUB,Cuba,2016,M,Silver,1
CYP,Cyprus,2012,M,Silver,1
CZE,Czech Republic,1996,F,Bronze,2
CZE,Czech Republic,1996,F,Gold,1
CZE,Czech Republic,1996,F,Silver,2
CZE,Czech Republic,1998,F,Bronze,1
CZE,Czech Republic,1998,F,Silver,1
CZE,Czech Republic,2000,F,Gold,1
CZE,Czech Republic,2002,F,Silver,2
CZE,Czech Republic,2004,F,Bronze,2
CZE,Czech Republic,2004,F,Silver,2
CZE,Czech Republic,2006,F,Gold,1
CZE,Czech Republic,2006,F,Silver,1
CZE,Czech Republic,2008,F,Gold,2
CZE,Czech Republic,2008,F,Silver,1
CZE,Czech Republic,2010,F,Bronze,2
CZE,Czech Republic,2010,F,Gold,2
CZE,Czech Republic,2012,F,Bronze,2
CZE,Czech Republic,2012,F,Gold,2
CZE,Czech Republic,2014,F,Gold,2
CZE,Czech Republic,2014,F,Silver,4
CZE,Czech Republic,2016,F,Bronze,3
CZE,Czech Republic,1996,M,Bronze,2
CZE,Czech Republic,1996,M,Gold,3
CZE,Czech Republic,1996,M,Silver,1
CZE,Czech Republic,1998,M,Gold,21
CZE,Czech Republic,2000,M,Bronze,2
CZE,Czech Republic,2000,M,Gold,1
CZE,Czech Republic,2000,M,Silver,3
CZE,Czech Republic,2002,M,Gold,1
CZE,Czech Republic,2004,M,Bronze,2
CZE,Czech Republic,2004,M,Gold,1
CZE,Czech Republic,2004,M,Silver,4
CZE,Czech Republic,2006,M,Bronze,24
CZE,Czech Republic,2006,M,Silver,1
CZE,Czech Republic,2008,M,Gold,1
CZE,Czech Republic,2008,M,Silver,3
CZE,Czech Republic,2010,M,Bronze,5
CZE,Czech Republic,2012,M,Bronze,4
CZE,Czech Republic,2012,M,Gold,2
CZE,Czech Republic,2012,M,Silver,2
CZE,Czech Republic,2014,M,Bronze,2
CZE,Czech Republic,2014,M,Silver,3
CZE,Czech Republic,2016,M,Bronze,7
CZE,Czech Republic,2016,M,Gold,1
CZE,Czech Republic,2016,M,Silver,2
CZE,Czech Republic-1,2012,F,Silver,2
CZE,Czech Republic-1,2016,F,Bronze,2
CZE,Czech Republic-1,1996,M,Silver,2
CZE,Czech Republic-1,2000,M,Bronze,2
CZE,Czech Republic-1,2004,M,Bronze,2
TCH,Czechoslovakia,1952,F,Bronze,2
TCH,Czechoslovakia,1952,F,Gold,1
TCH,Czechoslovakia,1956,F,Gold,1
TCH,Czechoslovakia,1956,F,Silver,1
TCH,Czechoslovakia,1960,F,Gold,1
TCH,Czechoslovakia,1960,F,Silver,7
TCH,Czechoslovakia,1964,F,Gold,3
TCH,Czechoslovakia,1964,F,Silver,6
TCH,Czechoslovakia,1968,F,Bronze,1
TCH,Czechoslovakia,1968,F,Gold,6
TCH,Czechoslovakia,1968,F,Silver,7
TCH,Czechoslovakia,1972,F,Bronze,2
TCH,Czechoslovakia,1972,F,Silver,1
TCH,Czechoslovakia,1976,F,Bronze,1
TCH,Czechoslovakia,1980,F,Bronze,1
TCH,Czechoslovakia,1980,F,Silver,17
TCH,Czechoslovakia,1984,F,Bronze,2
TCH,Czechoslovakia,1984,F,Silver,4
TCH,Czechoslovakia,1988,F,Silver,2
TCH,Czechoslovakia,1928,M,Bronze,1
TCH,Czechoslovakia,1932,M,Bronze,1
TCH,Czechoslovakia,1932,M,Gold,1
TCH,Czechoslovakia,1932,M,Silver,1
TCH,Czechoslovakia,1936,M,Silver,1
TCH,Czechoslovakia,1948,M,Gold,1
TCH,Czechoslovakia,1948,M,Silver,2
TCH,Czechoslovakia,1952,M,Gold,5
TCH,Czechoslovakia,1952,M,Silver,1
TCH,Czechoslovakia,1956,M,Bronze,1
TCH,Czechoslovakia,1956,M,Silver,1
TCH,Czechoslovakia,1960,M,Bronze,11
TCH,Czechoslovakia,1960,M,Gold,3
TCH,Czechoslovakia,1960,M,Silver,1
TCH,Czechoslovakia,1964,M,Bronze,29
TCH,Czechoslovakia,1964,M,Gold,2
TCH,Czechoslovakia,1964,M,Silver,31
TCH,Czechoslovakia,1968,M,Bronze,15
TCH,Czechoslovakia,1968,M,Gold,2
TCH,Czechoslovakia,1968,M,Silver,19
TCH,Czechoslovakia,1972,M,Bronze,23
TCH,Czechoslovakia,1972,M,Gold,3
TCH,Czechoslovakia,1972,M,Silver,20
TCH,Czechoslovakia,1976,M,Bronze,8
TCH,Czechoslovakia,1976,M,Gold,2
TCH,Czechoslovakia,1976,M,Silver,22
TCH,Czechoslovakia,1980,M,Bronze,16
TCH,Czechoslovakia,1980,M,Gold,17
TCH,Czechoslovakia,1980,M,Silver,1
TCH,Czechoslovakia,1984,M,Bronze,2
TCH,Czechoslovakia,1984,M,Silver,20
TCH,Czechoslovakia,1988,M,Bronze,6
TCH,Czechoslovakia,1988,M,Gold,3
TCH,Czechoslovakia,1988,M,Silver,3
TCH,Czechoslovakia,1992,M,Bronze,27
TCH,Czechoslovakia,1992,M,Gold,4
TCH,Czechoslovakia,1992,M,Silver,1
TCH,Czechoslovakia-1,1992,M,Silver,2
DEN,Denmark,1948,F,Bronze,1
DEN,Denmark,1980,F,Bronze,1
DEN,Denmark,1984,F,Bronze,5
DEN,Denmark,1984,F,Silver,1
DEN,Denmark,1996,F,Gold,7
DEN,Denmark,1998,F,Silver,5
DEN,Denmark,2000,F,Gold,15
DEN,Denmark,2000,F,Silver,1
DEN,Denmark,2004,F,Bronze,4
DEN,Denmark,2004,F,Gold,15
DEN,Denmark,2008,F,Bronze,1
DEN,Denmark,2012,F,Silver,1
DEN,Denmark,2016,F,Bronze,9
DEN,Denmark,2016,F,Gold,1
DEN,Denmark,2016,F,Silver,4
DEN,Denmark,1948,M,Bronze,1
DEN,Denmark,1948,M,Gold,1
DEN,Denmark,1952,M,Gold,1
DEN,Denmark,1956,M,Gold,1
DEN,Denmark,1960,M,Bronze,4
DEN,Denmark,1960,M,Gold,2
DEN,Denmark,1960,M,Silver,12
DEN,Denmark,1964,M,Bronze,4
DEN,Denmark,1964,M,Gold,4
DEN,Denmark,1964,M,Silver,1
DEN,Denmark,1968,M,Bronze,6
DEN,Denmark,1968,M,Gold,5
DEN,Denmark,1968,M,Silver,6
DEN,Denmark,1972,M,Gold,1
DEN,Denmark,1976,M,Bronze,5
DEN,Denmark,1976,M,Gold,3
DEN,Denmark,1980,M,Bronze,1
DEN,Denmark,1980,M,Gold,4
DEN,Denmark,1980,M,Silver,2
DEN,Denmark,1984,M,Bronze,5
DEN,Denmark,1984,M,Silver,2
DEN,Denmark,1988,M,Bronze,3
DEN,Denmark,1988,M,Gold,3
DEN,Denmark,1988,M,Silver,1
DEN,Denmark,1992,M,Bronze,7
DEN,Denmark,1992,M,Gold,2
DEN,Denmark,1992,M,Silver,2
DEN,Denmark,1996,M,Gold,3
DEN,Denmark,1996,M,Silver,1
DEN,Denmark,2000,M,Bronze,4
DEN,Denmark,2000,M,Gold,3
DEN,Denmark,2000,M,Silver,2
DEN,Denmark,2004,M,Bronze,3
DEN,Denmark,2004,M,Gold,4
DEN,Denmark,2004,M,Silver,1
DEN,Denmark,2008,M,Bronze,2
DEN,Denmark,2008,M,Gold,6
DEN,Denmark,2008,M,Silver,7
DEN,Denmark,2012,M,Bronze,6
DEN,Denmark,2012,M,Gold,3
DEN,Denmark,2012,M,Silver,4
DEN,Denmark,2016,M,Bronze,7
DEN,Denmark,2016,M,Gold,14
DEN,Denmark,2016,M,Silver,6
DEN,Denmark-1,2012,F,Bronze,1
DEN,Denmark-1,2012,M,Bronze,1
DEN,Denmark-2,2004,F,Bronze,1
DEN,Denmark-2,2004,M,Bronze,1
DEN,Digby,2008,F,Bronze,1
DJI,Djibouti,1988,M,Bronze,1
ARG,Djinn,1948,M,Silver,1
DOM,Dominican Republic,2004,M,Gold,1
DOM,Dominican Republic,2008,M,Gold,1
DOM,Dominican Republic,2008,M,Silver,1
DOM,Dominican Republic,2012,M,Gold,1
DOM,Dominican Republic,2012,M,Silver,1
DOM,Dominican Republic,2016,M,Bronze,1
DEN,Don Schufro,2008,M,Bronze,1
GDR,East Germany,1968,F,Bronze,7
GDR,East Germany,1968,F,Gold,1
GDR,East Germany,1968,F,Silver,10
GDR,East Germany,1972,F,Bronze,8
GDR,East Germany,1972,F,Gold,13
GDR,East Germany,1972,F,Silver,31
GDR,East Germany,1976,F,Bronze,20
GDR,East Germany,1976,F,Gold,54
GDR,East Germany,1976,F,Silver,35
GDR,East Germany,1980,F,Bronze,38
GDR,East Germany,1980,F,Gold,60
GDR,East Germany,1980,F,Silver,35
GDR,East Germany,1984,F,Bronze,2
GDR,East Germany,1984,F,Gold,6
GDR,East Germany,1984,F,Silver,5
GDR,East Germany,1988,F,Bronze,29
GDR,East Germany,1988,F,Gold,53
GDR,East Germany,1988,F,Silver,25
GDR,East Germany,1968,M,Bronze,13
GDR,East Germany,1968,M,Gold,12
GDR,East Germany,1968,M,Silver,12
GDR,East Germany,1972,M,Bronze,57
GDR,East Germany,1972,M,Gold,18
GDR,East Germany,1972,M,Silver,36
GDR,East Germany,1976,M,Bronze,34
GDR,East Germany,1976,M,Gold,52
GDR,East Germany,1976,M,Silver,20
GDR,East Germany,1980,M,Bronze,26
GDR,East Germany,1980,M,Gold,64
GDR,East Germany,1980,M,Silver,59
GDR,East Germany,1984,M,Bronze,3
GDR,East Germany,1984,M,Gold,1
GDR,East Germany,1984,M,Silver,2
GDR,East Germany,1988,M,Bronze,24
GDR,East Germany,1988,M,Gold,34
GDR,East Germany,1988,M,Silver,36
GDR,East Germany-1,1972,F,Bronze,1
GDR,East Germany-1,1976,F,Silver,1
GDR,East Germany-1,1968,M,Gold,2
GDR,East Germany-1,1972,M,Bronze,1
GDR,East Germany-1,1972,M,Gold,4
GDR,East Germany-1,1976,M,Gold,6
GDR,East Germany-1,1976,M,Silver,1
GDR,East Germany-1,1980,M,Bronze,2
GDR,East Germany-1,1980,M,Gold,6
GDR,East Germany-1,1984,M,Bronze,2
GDR,East Germany-1,1984,M,Gold,4
GDR,East Germany-1,1984,M,Silver,2
GDR,East Germany-1,1988,M,Gold,2
GDR,East Germany-1,1988,M,Silver,6
GDR,East Germany-2,1976,F,Bronze,1
GDR,East Germany-2,1972,M,Bronze,2
GDR,East Germany-2,1976,M,Bronze,1
GDR,East Germany-2,1976,M,Gold,2
GDR,East Germany-2,1980,M,Bronze,3
GDR,East Germany-2,1980,M,Silver,2
GDR,East Germany-2,1984,M,Gold,2
GDR,East Germany-2,1984,M,Silver,4
GDR,East Germany-2,1988,M,Bronze,1
GDR,East Germany-2,1988,M,Silver,2
ECU,Ecuador,1996,M,Gold,1
ECU,Ecuador,2008,M,Silver,1
EGY,Egypt,2016,F,Bronze,2
EGY,Egypt,1984,M,Silver,1
EGY,Egypt,2004,M,Bronze,3
EGY,Egypt,2004,M,Gold,1
EGY,Egypt,2004,M,Silver,1
EGY,Egypt,2008,M,Bronze,1
EGY,Egypt,2012,M,Silver,2
EGY,Egypt,2016,M,Bronze,1
NOR,Elisabeth X,1952,M,Silver,1
GER,Elvis Va,2008,F,Gold,1
GBR,England-1,1908,M,Gold,1
ERI,Eritrea,2004,M,Bronze,1
EST,Estonia,1992,F,Gold,1
EST,Estonia,2006,F,Gold,2
EST,Estonia,2010,F,Silver,1
EST,Estonia,1920,M,Gold,1
EST,Estonia,1920,M,Silver,1
EST,Estonia,1924,M,Bronze,2
EST,Estonia,1924,M,Silver,1
EST,Estonia,1928,M,Silver,1
EST,Estonia,1936,M,Bronze,1
EST,Estonia,1936,M,Gold,2
EST,Estonia,1992,M,Bronze,2
EST,Estonia,2000,M,Bronze,2
EST,Estonia,2000,M,Gold,1
EST,Estonia,2002,M,Bronze,1
EST,Estonia,2002,M,Gold,1
EST,Estonia,2002,M,Silver,1
EST,Estonia,2004,M,Bronze,2
EST,Estonia,2004,M,Silver,1
EST,Estonia,2006,M,Gold,1
EST,Estonia,2008,M,Gold,1
EST,Estonia,2008,M,Silver,2
EST,Estonia,2012,M,Bronze,1
EST,Estonia,2012,M,Silver,1
EST,Estonia,2016,M,Bronze,4
ETH,Ethiopia,1992,F,Gold,1
ETH,Ethiopia,1996,F,Bronze,1
ETH,Ethiopia,1996,F,Gold,1
ETH,Ethiopia,2000,F,Bronze,1
ETH,Ethiopia,2000,F,Gold,1
ETH,Ethiopia,2000,F,Silver,1
ETH,Ethiopia,2004,F,Bronze,2
ETH,Ethiopia,2004,F,Gold,1
ETH,Ethiopia,2004,F,Silver,1
ETH,Ethiopia,2008,F,Bronze,1
ETH,Ethiopia,2008,F,Gold,2
ETH,Ethiopia,2012,F,Bronze,2
ETH,Ethiopia,2012,F,Gold,3
ETH,Ethiopia,2016,F,Bronze,3
ETH,Ethiopia,2016,F,Gold,1
ETH,Ethiopia,2016,F,Silver,1
ETH,Ethiopia,1960,M,Gold,1
ETH,Ethiopia,1964,M,Gold,1
ETH,Ethiopia,1968,M,Gold,1
ETH,Ethiopia,1968,M,Silver,1
ETH,Ethiopia,1972,M,Bronze,2
ETH,Ethiopia,1980,M,Bronze,2
ETH,Ethiopia,1980,M,Gold,2
ETH,Ethiopia,1992,M,Bronze,2
ETH,Ethiopia,1996,M,Gold,1
ETH,Ethiopia,2000,M,Bronze,2
ETH,Ethiopia,2000,M,Gold,3
ETH,Ethiopia,2004,M,Gold,1
ETH,Ethiopia,2004,M,Silver,2
ETH,Ethiopia,2008,M,Bronze,1
ETH,Ethiopia,2008,M,Gold,2
ETH,Ethiopia,2008,M,Silver,1
ETH,Ethiopia,2012,M,Bronze,1
ETH,Ethiopia,2012,M,Silver,1
ETH,Ethiopia,2016,M,Bronze,2
ETH,Ethiopia,2016,M,Silver,1
AUS,Falcon IV,1956,M,Silver,1
FIJ,Fiji,2016,M,Gold,13
FIN,Finland,1920,F,Gold,1
FIN,Finland,1924,F,Silver,1
FIN,Finland,1948,F,Silver,1
FIN,Finland,1952,F,Bronze,1
FIN,Finland,1952,F,Gold,2
FIN,Finland,1952,F,Silver,1
FIN,Finland,1956,F,Gold,3
FIN,Finland,1960,F,Bronze,4
FIN,Finland,1964,F,Bronze,4
FIN,Finland,1964,F,Silver,2
FIN,Finland,1968,F,Gold,1
FIN,Finland,1968,F,Silver,1
FIN,Finland,1972,F,Bronze,1
FIN,Finland,1972,F,Silver,4
FIN,Finland,1976,F,Gold,1
FIN,Finland,1976,F,Silver,5
FIN,Finland,1980,F,Bronze,2
FIN,Finland,1980,F,Silver,2
FIN,Finland,1984,F,Bronze,4
FIN,Finland,1984,F,Gold,3
FIN,Finland,1984,F,Silver,1
FIN,Finland,1988,F,Bronze,5
FIN,Finland,1988,F,Gold,1
FIN,Finland,1992,F,Gold,1
FIN,Finland,1992,F,Silver,1
FIN,Finland,1994,F,Bronze,2
FIN,Finland,1996,F,Gold,1
FIN,Finland,1998,F,Bronze,20
FIN,Finland,2006,F,Bronze,2
FIN,Finland,2006,F,Silver,1
FIN,Finland,2008,F,Gold,1
FIN,Finland,2008,F,Silver,2
FIN,Finland,2010,F,Bronze,24
FIN,Finland,2012,F,Bronze,3
FIN,Finland,2012,F,Silver,1
FIN,Finland,2014,F,Silver,7
FIN,Finland,2016,F,Bronze,1
FIN,Finland,1906,M,Bronze,1
FIN,Finland,1906,M,Gold,2
FIN,Finland,1906,M,Silver,1
FIN,Finland,1908,M,Bronze,4
FIN,Finland,1908,M,Gold,1
FIN,Finland,1908,M,Silver,1
FIN,Finland,1912,M,Bronze,4
FIN,Finland,1912,M,Gold,8
FIN,Finland,1912,M,Silver,9
FIN,Finland,1920,M,Bronze,4
FIN,Finland,1920,M,Gold,18
FIN,Finland,1920,M,Silver,7
FIN,Finland,1924,M,Bronze,8
FIN,Finland,1924,M,Gold,26
FIN,Finland,1924,M,Silver,11
FIN,Finland,1928,M,Bronze,8
FIN,Finland,1928,M,Gold,10
FIN,Finland,1928,M,Silver,5
FIN,Finland,1932,M,Bronze,13
FIN,Finland,1932,M,Gold,5
FIN,Finland,1932,M,Silver,7
FIN,Finland,1936,M,Bronze,6
FIN,Finland,1936,M,Gold,10
FIN,Finland,1936,M,Silver,5
FIN,Finland,1948,M,Bronze,6
FIN,Finland,1948,M,Gold,8
FIN,Finland,1948,M,Silver,9
FIN,Finland,1952,M,Bronze,20
FIN,Finland,1952,M,Gold,10
FIN,Finland,1952,M,Silver,5
FIN,Finland,1956,M,Bronze,22
FIN,Finland,1956,M,Gold,5
FIN,Finland,1956,M,Silver,7
FIN,Finland,1960,M,Bronze,5
FIN,Finland,1960,M,Gold,6
FIN,Finland,1960,M,Silver,4
FIN,Finland,1964,M,Bronze,3
FIN,Finland,1964,M,Gold,6
FIN,Finland,1964,M,Silver,5
FIN,Finland,1968,M,Bronze,6
FIN,Finland,1968,M,Gold,1
FIN,Finland,1968,M,Silver,3
FIN,Finland,1972,M,Bronze,6
